Price,Close,High,Low,Open,Volume,simple_return,log_return,log_squared_return,rolling_mean_5,rolling_std_5,rolling_mean_10,rolling_std_10,log_lag_1,log_lag_2
2025-04-22,199.47842407226562,201.32599215129426,195.71335703344474,195.8631544964882,52976400,0.0340650930938104,0.0334977268067435,0.0011220977012192219,-0.0027644179071454806,0.02845982553980717,0.009598125996723758,0.05700265792385492,-0.019583366680856,0.0138532592262003
2025-04-23,204.33206176757812,207.7276030292648,202.5344160012944,205.7302222309065,52929200,0.0243316424715394,0.0240403437839904,0.0005779381292524458,0.00241927394791638,0.030916027761220204,0.0171123522672152,0.05291835780040497,0.0334977268067435,-0.019583366680856
2025-04-24,208.09710693359375,208.5565112075726,202.67422555441442,204.62166872266098,47311000,0.0184261105841443,0.0182584067620687,0.00033336941748915607,0.014013273979629379,0.02016783981717679,0.0046764526142493296,0.029639412456836975,0.0240403437839904,0.0334977268067435
2025-04-25,209.00592041015625,209.47530610539675,205.92995222724628,206.0997277622984,38222300,0.0043672566618262,0.0043577478712848,1.8989966509687205e-05,0.012114171708646279,0.02062848566966653,0.009444088981202428,0.02443977712345332,0.0182584067620687,0.0240403437839904
2025-04-28,209.8647918701172,211.2230113707532,207.1883090170199,209.72497582911666,38743100,0.004109316416853,0.0041008962357231,1.6817349936167888e-05,0.0168510242919621,0.01274193338906229,0.005874969000944809,0.021999713014894964,0.0043577478712848,0.0182584067620687
2025-04-29,210.9333953857422,211.96204522644123,208.09710321217068,208.41669143858087,36827600,0.0050918665589525,0.0050789468448398,2.5795701052708157e-05,0.011167268299581359,0.009345736432539687,0.004201425196217939,0.021277133104443322,0.0041008962357231,0.0043577478712848
2025-04-30,212.22171020507812,213.30029766677714,206.399343338795,209.02590396975114,52286500,0.0061076853998389,0.0060891090898322,3.7077249507877125e-05,0.00757702136074972,0.006020660698571964,0.004998147654333049,0.02117310245218349,0.0050789468448398,0.0041008962357231
2025-05-01,213.04063415527344,214.2790004444518,208.62640936955898,208.80618155790114,57365700,0.0038588132637511,0.0038513871417303,1.4833182915485491e-05,0.0046956174366820395,0.0009040650368711696,0.009354445708155709,0.01432667750332918,0.0060891090898322,0.0050789468448398
2025-05-02,205.08106994628906,206.71892151455646,201.89524528415058,205.82009105417706,101010600,-0.0373617185310436,-0.0380775540809526,0.00144990012478787,-0.00379144295376544,0.019186899240379026,0.004161364377440419,0.02056738934011039,0.0038513871417303,0.0060891090898322
2025-05-05,198.62953186035156,203.83271551835597,197.9504297070337,202.83402512431957,69018500,-0.0314584768239563,-0.0319639233566217,0.0010216923963479864,-0.0110044068722344,0.022044351893192152,0.002923308709863849,0.022442652548927522,-0.0380775540809526,0.0038513871417303
2025-05-06,198.25001525878906,200.38721199140494,196.7619763948813,197.9504203457911,51216500,-0.0019106756080425,-0.0019125032771083,3.657668784949987e-06,-0.01240269689662402,0.020964411336814006,-0.0006177142985213306,0.019709714122280914,-0.0319639233566217,-0.0380775540809526
2025-05-07,195.99298095703125,199.1788056079939,192.99690991055434,198.90915494694545,68536700,-0.0113847875310958,-0.0114500903368105,0.00013110456872112117,-0.01591053678195256,0.018408300017302627,-0.004166757710601421,0.017887360304181414,-0.0019125032771083,-0.0319639233566217
2025-05-08,197.2313690185547,199.78801395815432,194.42503624466005,197.46106353953903,50478900,0.0063185327121226,0.00629865447456,3.9673048189894706e-05,-0.015421083315386618,0.019085195530380045,-0.005362732939352291,0.016572910329026594,-0.0114500903368105,-0.0019125032771083
2025-05-09,198.27000427246094,200.2773664943336,197.28129528859796,198.739389980464,36453900,0.005266075366584,0.0052522580790578,2.7586214929027934e-05,-0.00675512088338454,0.0157762131564208,-0.005273281918574991,0.016633508627150427,0.00629865447456,-0.0114500903368105
2025-05-12,210.7899932861328,211.27000427246094,206.75,210.97000122070312,63775800,0.0631461579859906,0.061232585661655,0.0037494295468119177,0.011884180920270802,0.02848368948498542,0.00043988702401819913,0.026871742068388167,0.0052522580790578,0.00629865447456
2025-05-13,212.92999267578125,213.39999389648438,209.0,210.42999267578125,51909300,0.0101522816917762,0.0101010934401718,0.00010203208868708177,0.01428690026372682,0.027519301733559043,0.0009421016835513992,0.027014626766216254,0.061232585661655,0.0052522580790578
2025-05-14,212.3300018310547,213.94000244140625,210.5800018310547,212.42999267578125,49325800,-0.0028177845553216,-0.0028217619836696,7.962340692482997e-06,0.016012565934355003,0.02571318679345328,5.101457620121917e-05,0.026972918838465382,0.0101010934401718,0.061232585661655
2025-05-15,211.4499969482422,212.9600067138672,209.5399932861328,210.9499969482422,45029500,-0.0041445150248371,-0.0041531273313586,1.7248466630477803e-05,0.013922209573171283,0.02708836955574516,-0.0007494368711076708,0.026966378054378615,-0.0028217619836696,0.0101010934401718
2025-05-16,211.25999450683594,212.57000732421875,209.77000427246094,212.36000061035156,54737900,-0.0008985691376138,-0.0008989730928673,8.081526216993992e-07,0.01269196333878626,0.02771304263554525,0.0029684212277008588,0.02360103398527274,-0.0041531273313586,-0.0028217619836696
2025-05-19,208.77999877929688,209.47999572753906,204.25999450683594,207.91000366210938,46140500,-0.0117390693554089,-0.0118085162597901,0.00013944105625772718,-0.00191625704550276,0.007891956341226225,0.00498396193738402,0.021004085280920032,-0.0008989730928673,-0.0041531273313586
2025-05-20,206.86000061035156,208.47000122070312,205.02999877929688,207.6699981689453,42496600,-0.009196274452396,-0.0092388212331016,8.535581777720897e-05,-0.0057842399801574405,0.004569701118217334,0.004251330141784688,0.0213954907543471,-0.0118085162597901,-0.0008989730928673
2025-05-21,202.08999633789062,207.0399932861328,200.7100067138672,205.1699981689453,59211800,-0.0230590943555388,-0.023329114291235,0.0005442475736135051,-0.00988571044167052,0.008638065643097714,0.0030634277463422385,0.0226567096038052,-0.0092388212331016,-0.0118085162597901
2025-05-22,201.36000061035156,202.75,199.6999969482422,200.7100067138672,46633900,-0.003612230891026,-0.0036187707507698,1.3095501746627022e-05,-0.00977883912555276,0.008729542210213118,0.0020716852238092586,0.02271633764276828,-0.023329114291235,-0.0092388212331016
